author,year,doi,incl_author,incl_year,country,continent,region,diabetes,criteria,instrument,n_total,n_diabet,n_control,prev_diabet,prev_control,quality
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.022,Leedom et al.,1991,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,ZSDS,117,71,46,0.49,0.22,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.023,Maraldi et al.,2007,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,CES-D,2522,597,1925,0.24,0.19,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.024,MezUnited Kingdom et al.,2013,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,CIDI-SF,504548,26509,478039,0.01,0.01,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.025,Nichols & Brown,2003,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,Medical records,32360,16180,16180,0.18,0.12,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.026,O'Connor et al.,2009,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,ICD-9,5864,2932,2932,0.08,0.06,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.027,Palinkas et al.,1991,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,BDI,1377,93,1284,0.22,0.09,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.028,Pan et al.,2010,United State of America,North America,Region of the Americas,T2DM,Not Assisted by Clinician,MHI-5,56857,2691,54166,0.22,0.13,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.029,Pouwer et al.,2003,Netherlands,Europe,European Region,T2DM,Not Assisted by Clinician,CES-D,1248,51,1197,0.08,0.09,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.030,Rajala et al.,1997,Finland,Europe,European Region,T2DM,Not Assisted by Clinician,ZSDS,542,62,480,0.25,0.12,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.031,Rajput et al.,2016,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,HDRS,820,410,410,0.26,0.11,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.032,Rodriguez- Saldana,2002,Mexico,South America,Region of the Americas,T2DM,Not Assisted by Clinician,GDS,785,119,666,0.09,0.06,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.033,Saeed & Al-Dabbagh,2003,Iraq,Asia,Eastern Mediterranean Region,T2DM,Assisted by Clinician,DSM-IV,220,110,110,0.52,0.18,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.034,Shinkov et al.,2018,Bulgaria,Europe,European Region,T2DM,Not Assisted by Clinician,ZSRD,1777,96,1681,0.55,0.25,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.035,Siddiqui et al.,2014,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,PHQ-9,260,130,130,0.35,0.2,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.036,Singh et al.,2014,India,Asia,South-East Asian Region,T2DM,Not Assisted by Clinician,CES-D,200,109,91,0.42,0.04,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.037,Thomas et al.,2003,United State of America,North America,Region of the Americas,T2DM,Assisted by Clinician,DSM-IV,326,104,222,0.13,0.12,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.038,Van Dooren et al.,2016,Netherlands,Europe,European Region,T2DM,Not Assisted by Clinician,MINI,862,253,609,0.09,0.06,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.039,Viinamaki et al.,1995,Finland,Europe,European Region,T2DM,Not Assisted by Clinician,ZSRD,197,82,115,0.11,0.07,Medium
"Farooqi, A. and Gillies, C. and Sathanapally, H. and Abner, S. and Seidu, S. and Davies, M. J. and Polonsky, W. H. and Khunti, K.",2022,10.1016/j.pcd.2021.11.040,Xuan et al.,2018,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,11506,2860,8646,0.03,0.02,Medium
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.490,Chou and Chi,1996,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,GDS-15,246,246,,0.26,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.491,Xu,2006,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,CESD-15,217,217,,0.212,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.492,Huang et al.,2007,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,CESD-15,323,323,,0.257,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.493,Sun and Dong,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,440,440,,0.218,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.494,Chen et al.,2002,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,150,150,,0.193,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.495,Liu et al.,2009,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,619,619,,0.441,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.496,Qian et al.,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,HAMD-14,110,110,,0.318,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.497,Yang et al.,2010,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,120,120,,0.433,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.498,Zhang,2010,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,BDI,154,154,,0.526,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.499,Wang,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,CESD-15,360,360,,0.306,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.500,Liu et al.,2009,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,667,667,,0.442,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.501,MezUnited Kingdom et al.,2004,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,CIDI-SF,26509,26509,,0.008,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.502,Wang et al.,2012,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,756,756,,0.155,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.503,Xie,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,1606,1606,,0.377,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.504,Xu et al.,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,100,100,,0.41,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.505,Zheng et al.,2012,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,2511,2511,,0.091,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.506,Wang et al.,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,865,865,,0.351,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.507,Sun et al.,2011,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,49077,49077,,0.063,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.508,Sun et al.,2013,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,893,893,,0.436,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.509,Li et al.,2014,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,704,704,,0.433,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.510,Ning et al.,2006,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,489,489,,0.141,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.511,Zhang et al.,2012,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,979,979,,0.41,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.512,Huang et al.,2013,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,468,468,,0.494,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.513,Li et al.,2014,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,272,272,,0.18,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.514,Ni and Liu,2012,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,3280,3280,,0.187,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.515,Yang et al.,2016,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,242,242,,0.463,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.516,Liu et al.,2008,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,CESD-10,2399,2399,,0.391,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.517,Li et al.,2012,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,1221,1221,,0.316,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.518,Lee et al.,2010,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,GDS-15,696,696,,0.168,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.519,Li et al.,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,109,109,,0.495,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.520,Tang et al.,2017,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,967,967,,0.193,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.521,Fu et al.,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,1203,1203,,0.488,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.522,Ren,2011,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,975,975,,0.216,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.523,Sun et al.,2016,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,GDS,280,280,,0.268,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.524,Zhang et al.,2016,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,337,337,,0.047,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.525,Zhang and Zhang,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,HAMD-24,196,196,,0.515,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.526,Xiu et al.,2009,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,GDS-15,2626,2626,,0.109,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.527,Zhang et al.,2019,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,ZSDS,224,224,,0.196,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.528,Zhang et al.,2019,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,GDS-15,319,319,,0.451,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.529,Xu et al.,2014,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,676,676,,0.022,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.530,Abdulai et al.,2015,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-2,2776,2776,,0.064,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.531,Kong et al.,2009,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,GDS-15,291,291,,0.216,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.532,Gao et al.,Not Reported,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-8,718,718,,0.224,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.533,Pan et al.,2018,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,1370,1370,,0.27,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.534,Wu et al.,2019,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,SDS,308,308,,0.419,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.535,Yang and Wu,2021,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,GDS-15,389,389,,0.139,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.536,Liu et al.,2017,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,DASS-21,1684,1684,,0.064,,High
"Liu, X. and Li, Y. and Guan, L. and He, X. and Zhang, H. and Zhang, J. and Li, J. and Zhong, D. and Jin, R.",2022,10.3961/jpmph.21.537,Ji et al.,2018,China,Asia,Western Pacific Region,T2DM,Not Assisted by Clinician,PHQ-9,162,162,,0.185,,High
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Alajmani et al,2019,United Arab Emirates,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,559,559,,0.17,,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Albasheer et al,2017,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ 9,385,385,,0.379,,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Osnat Bakskin,2018,Israel,Asia,European Region,T2DM,Not Assisted by Clinician,EURO-D,561,561,,0.29,,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Al-Ozairi et al,2010,Kuwait,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ 9,260,260,,0.29,,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,El Mahalli,2015,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,CES-S,260,260,,0.496,,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Ismail,2019,Egypt,Africa,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ 9,300,300,,0.69,,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Kalantari et al,2014,Iran (Islamic Republic of),Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,180,90,90,0.378,0.16,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Mansour and Jabir,2007,Iraq,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,CES-D,206,103,103,1,1,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Saadallla et al,2015,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,300,200,100,0.625,0.29,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Shehatah et al,2009,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI-II,1004,458,546,0.321,0.16,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,Sweileh et al,2014,Palestine,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI-II,294,294,,0.402,,Medium
"Sunwar, S.",2022,10.5742/mewfm.2022.9525123,El Shafie et al,2011,Egypt,Africa,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,MADRS,125,125,,0.744,,Medium
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Albasheer et al,2018,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,385,385,,0.379,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,AlBekairy et al,2015,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,HADS-D,158,158,,0.538,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Gemeay et al,2014,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,100,100,,0.29,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Alzahranie et al,2018,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,DASS-21,450,450,,0.338,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Madkhali et al,2019,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI-II,480,480,,0.144,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Mahalli,2013,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,CES-S,260,260,,0.496,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Alzughabi et al,2020,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,300,300,,0.2,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Ramadhan et al,2017,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,1111,1111,,0.167,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Aisha,2003,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,200,200,,0.305,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Alateeq,2020,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,200,200,,0.74,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,MUnited Kingdomrim et al,2019,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,DASS-21,278,278,,0.374,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Alkot et al,2019,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI-II,84,84,,0.405,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Alhunayni,2020,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,397,397,,0.363,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,AlMouaalamy,2018,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,155,155,,0.484,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Alshehri et al,2018,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,337,337,,0.211,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Al-Mohaimeed,2017,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,HADS-D,297,297,,0.347,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Al-Atawi et al,2016,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,221,221,,0.778,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Shehatah et al,2009,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI-II,458,458,,0.175,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Al-Asiri et al,2008,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI-II,363,363,,0.474,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Sehlo et al,2015,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Assisted by Clinician,Personal interview,80,80,,0.275,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Mirghan,2016,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI-II,178,178,,0.618,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Badedi et al,2016,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,288,288,,0.142,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Ghamri et al,2020,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,PHQ-9,346,346,,0.295,,High
Alanazi E.O. and Amer A.I.A.B,2022,10.15739/irjpeh.21.013,Saadallla et al,2015,Saudi Arabia,Asia,Eastern Mediterranean Region,T2DM,Not Assisted by Clinician,BDI,200,200,,0.625,,High
